title,text,subject,date
Penawaran Paylater BCA dari Tautan Tidak Resmi,Tautan pendaftaran mengarah ke laman berisi formulir yang meminta sejumlah data pribadi.,News,23-Nov-24
"Pose 3 Jari, Ridwan Kamil Dukung Pasangan Pram-Doel","Faktanya, pose jari tangan RK bukan untuk menunjukkan angka 3, tetapi gestur angka nol dengan menyatukan ibu jari dan telunjuk.",News,23-Nov-24
Cagub Jabar Dedi Mulyadi Berbagi Uang Puluhan Juta di TikTok,"Hasil deteksi Hive Moderation menunjukkan konten yang beredar adalah rekayasa AI, probabilitas atau kemungkinannya mencapai 99,8 persen.",News,23-Nov-24
Video Dharma Pongrekun Mau Bagi Uang Rp15 Jutaù,"Unggahan yang beredar merupakan hasil rekayasa AI, probabilitasnya mencapai 99,9%.",News,23-Nov-24
"Cagub Jateng Ahmad Luthfi Kalau Arahan Telah Kuberikan, Sabda Nabi pun Harus Kau Tinggalkanù",Tidak ada pemberitaan dari media kredibel yang membenarkan klaim.,News,23-Nov-24
"Pemerintah Mau Impor 1,8 Juta Ton Susu untuk Program Makan Bergiziù","Faktanya, kebijakan yang diambil adalah mengundang investor Vietnam untuk membangun industri sapi perah di Indonesia.",News,22-Nov-24
KPU Sleman Sebar Flyer Hasil Analisis Debat Pilkada Sleman 2024ù,"Faktanya, KPU Sleman tidak pernah melakukan penilaian, mengeluarkan hasil analisis, maupun melakukan survei tentang debat dan hasil debat.",News,22-Nov-24
WHO Akui Mpox sebagai Efek Samping Vaksin Covid-19,Kementerian Kesehatan RI telah menegaskan Mpox bukan efek samping vaksin dari COVID-19.,News,22-Nov-24
Dirut Garuda Indonesia Dipecat Prabowo karena Tolak Turunkan Harga Tiket,Tidak ditemukan pemberitaan dari media kredibel yang membenarkan klaim.,News,22-Nov-24
Kirim Loker PT Pos Indonesia Lewat Sebuah Tautan,Unggahan akun TikTok kantorposindonesia_01ù yang berisi informasi loker PT Pos Indonesia merupakan konten tiruan (impostor content).,News,22-Nov-24
Rekrutmen Tenaga Pendukung Teknis Kemenko Perekonomian,Kemenko Perekonomian telah menandai informasi tersebut sebagai hoaks.,News,22-Nov-24
Lamaran Kerja di PT Freeport Indonesia,Informasi resmi mengenai perekrutan calon karyawan hanya bisa diakses di https://ptfi.co.id/id/karir.,News,21-Nov-24
Wapres Gibran Bikin Program Bedah Rumah,Tidak ditemukan informasi resmi dari laman wapresri.go.id tentang program tersebut.,News,21-Nov-24
"Kuis Tebak Kata dari Cagub Jabar Dedi Mulyadi, Hadiah Rp50 Juta",Kuis tersebut tidak ditemukan di akun media sosial pribadi Dedi Mulyadi.,News,21-Nov-24
Loker Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP),Informasi resmi mengenai lowongan kerja di LKPP hanya bisa diakses dari laman www.rekrutmen.lkpp.go.id.,News,21-Nov-24
Ahmad Luthfi Bilang Mau Kembali ke Kampung jika Kalah Pilkada Jateng,"Konten yang beredar merupakan hasil suntingan dari berita berjudul Tampil Gemilang di Debat Perdana, Luthfi-Gus Yasin Buktikan Siap Pimpin Jawa Tengahù.",News,21-Nov-24
Bank Indonesia Dukung Lomba Menggambar dan Melukis Online,Bank Indonesia telah membantah adanya keterlibatan dalam mendukung lomba tersebut.,News,21-Nov-24
Menkomdigi Meutya Hafid Mau Bagi-Bagi Rp20 Juta dari Gajian Menteri,"Audio dalam unggahan merupakan hasil rekayasa kecerdasan buatan (artificial intelligence/AI), probabilitasnya mencapai 96,6%.",News,20-Nov-24
Video Suasana Ruang Ganti Timnas Arab Saudi Usai Kalah dari Indonesia,Konten merupakan potongan dokumentasi momen pelatih Timnas Arab Saudi memberikan pidato saat melawan Argentina di Piala Dunia 2022,News,20-Nov-24
Cagub Jatim Khofifah Bagi-Bagi Uang Puluhan Juta,"Hasil deteksi Hive Moderation menunjukkan audio dalam video yang beredar merupakan hasil rekayasa AI, probabilitasnya 99,8 persen.",News,20-Nov-24
Mamah Dedeh Mau Kasih Bantuan Rp35 Juta,Audio dalam konten yang beredar adalah hasil rekayasa AI dengan probabilitas 98 persen.,News,20-Nov-24
"Menko Pangan Zulkifli Hasan Ditangkap, Buntut Kasus Impor Gula",Tidak ada pemberitaan dari media kredibel yang membenarkan klaim tersebut.,News,20-Nov-24
Kebijakan Baru: Petugas Samsat Datangi Rumah Penunggak Pajak,"Penagihan pajak kendaraan bermotor ke rumah itu tidak berlaku serentak di seluruh Indonesia, tergantung masing-masing pemerintah daerah.",News,20-Nov-24
"Lowongan Kerja Berbagai Posisi di Kantor Whoosh, Tawarkan Gaji Puluhan Juta",Informasi mengenai loker dan besaran gaji yang dicantumkan dalam unggahan tersebut tidak sesuai dengan yang ada di laman resmi kcic.co.id.,News,20-Nov-24
Tidak Ada Penolakan Program Cetak Sawah 1 Juta Ha di Papua Selatan,"Faktanya, proyek lumbung pangan tersebut mendapat penolakan dari berbagai masyarakat Papua dan aktivis.",News,19-Nov-24
Budi Arie Seret Jokowi di Kasus Judi Online,Tidak ada sumber kredibel yang membenarkan Budi Arie menyeret Jokowi di kasus judi online.,News,19-Nov-24
Ada Bantuan Pra-Lansia untuk Peserta BPJS di atas 60 Tahun,Kepala Humas BPJS Kesehatan Rizzky Anugerah mengatakan informasi bantuan pra-lansia tersebut adalah hoaks.,News,19-Nov-24
Sukabumi Dilanda Banjir Bandang Setinggi Delapan Meter,Tidak ada sumber kredibel yang menyebut banjir bandang setinggi delapan meter melanda Sukabumi.,News,19-Nov-24
KPK Mau Dibekukan Prabowo kalau Gagal Kejar Koruptor dalam 100 Hari,Tidak ada pernyataan resmi dari Prabowo atau pemberitaan media kredibel yang membenarkan klaim tersebut.,News,19-Nov-24
Tautan Akses Bantuan BUMN Klaster Pangan,"Tautan tak mengarah ke laman resmi, pengunjung diminta memasukkan data pribadi berupa nama lengkap dan nomor telegram aktif.",News,19-Nov-24
Menko Infra AHY Bagikan Bantuan Rp35 Juta,Hasil deteksi Hive Moderation menunjukkan audio dalam video yang beredar merupakan hasil rekayasa AI.,News,19-Nov-24
Luluk-Lukman Unggul dalam Survei Elektabilitas Pilkada Jatim,"Faktanya, tidak ditemukan lembaga survei bernama Indo Survey & Consulting. Hasil survei dari sejumlah lembaga kredibel tidak menunjukkan unggulnya pasangan Lulu-Lukman.",News,18-Nov-24
Dana Desa Resmi Dihentikan,"Faktanya, pemberhentian dana desa oleh Kemenkeu tidak diberlakukan untuk semua desa, melainkan hanya untuk desa yang terjerat korupsi atau masalah.",News,18-Nov-24
Prabowo Kunker ke Luar Imbas di Dalam Negeri Ada Kemelut FufuFafa,"Video asli diunggah pertama kali oleh akun TikTok zehroh.zehroh0ù pada Agustus 2024, sebelum Prabowo menjadi presiden dan melakukan kunjungan kenegaraan.",News,18-Nov-24
Prabowo Beri Dukungan ke Paslon di Pilkada Pamekasan dan Bondowoso,Konten berasal dari potongan dokumentasi yang tak ada kaitannya dengan Pilkada 2024.,News,18-Nov-24
"Tom Lembong Bongkar Borok Jokowi, KPK Sita Dokumen Korupsi Bansos Presiden","Faktanya, tidak ada sumber kredibel yang membenarkan Tom Lembong bongkar borok Jokowi dan KPK menyita dokumen korupsi Bansos Presiden.",News,18-Nov-24
"30 Orang Terluka Akibat Truk Ugal-ugalan di Cipondoh, Ada Korban Meninggal","Faktanya, korban tabrak lari sopir truk kontainer di Cipondoh, Tangerang, berjumlah tujuh orang. Tidak ada korban meninggal dunia.",News,18-Nov-24
Boneka Labubu Terinspirasi dari Sosok Mitologi Hong Kong Pemakan Manusia,"Faktanya, Kasing Lung (pencipta karakter Labubu) menerangkan karakter tersebut terinspirasi dari mitologi peri asal Eropa.",News,18-Nov-24
Informasi dan Tautan Pendaftaran CPNS dan PPPK Guru/Non Guru,Pendaftaran CPNS dan PPPK 2024 hanya dilakukan melalui laman https://sscasn.bkn.go.id/.,News,18-Nov-24
Anies Dukung Muzakir Manaf-Fadhlullah di Pilkada Banda Aceh,Audio yang digunakan merupakan hasil rekayasa AI dan video sebenarnya justru menyatakan Anies mendukung Aminullah Usman-Isnaini Husda.,News,18-Nov-24
"Tawaran Percepatan Keberangkatan Haji Reguler, Bayar Rp6 Juta",Tidak ada regulasi percepatan haji dengan menambah biaya Rp6 juta.,News,18-Nov-24
Video Pusat Strategi Militer di Florida Hancur Pasca Badai Milton,Unggahan berisi klaim pusat militer di Florida yang menyuplai persenjataan untuk Israel hancur akibat badai Miltonù merupakan konteks yang salah (false context).,News,17-Nov-24
Polisi Temukan Mobil Mewah yang Disembunyikan Tom Lembong,"Berdasarkan Laporan Harta Kekayaan Penyelenggara Negara (LHKPN), Tom Lembong tidak mempunyai aset tanah, bangunan, serta alat transportasi.",News,17-Nov-24
"Tentara AS Mendarat di Israel, Bersiap Lawan Hamas dan Hizbullah","Faktanya, konteks asli video adalah dokumentasi kedatangan tentara AS di Mihail Kogalniceanu, Rumania, pada Juni 2022.",News,15-Nov-24
Anies Baswedan Ditangkap KPK Akibat Proyek Formula E,"Unggahan merupakan potongan dokumentasi petugas Bareskrim Polri yang mengamankan barang bukti penangkapan 12 tersangka judi online pada Sabtu, (02/11/2024).",News,15-Nov-24
Video Pria Menginjak Al-Quran di Klub Malam Arab Saudi,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).",News,15-Nov-24
Detik.com Beritakan Pernyataan Jokowi yang Tidak Sengaja Terekam Kameraù,"TurnBackHoax memeriksa keaslian foto tangkapan layar yang mencatut Detikcom. Hasilnya, potret itu memiliki probabilitas 94,2% sebagai rekayasa AI.",News,15-Nov-24
Budi Arie Dikuliti Prabowo karena Terbukti Bekingi Judi Online,"Faktanya, tidak ada sumber kredibel yang membenarkan Budi Arie dikuliti Prabowo karena terbukti bekingi judi online.",News,15-Nov-24
Anies Bongkar Misi Busuk Prabowo Usai Tom Lembong Ditangkap,"Faktanya, tidak ada sumber kredibel yang membenarkan Anies membongkar misi busuk Prabowo setelah Tom Lembong ditangkap.",News,15-Nov-24
"PT Pelindo Buka Rekrutmen, Tawarkan Gaji Puluhan Juta Rupiah",Unggahan berisi klaim Rekrutmen PT Pelindo dengan gaji 12-20 juta rupiahù merupakan konten tiruan (impostor content) dan modus penipuan.,News,15-Nov-24
Calon Bupati Pemalang Vicky Prasetyo Bagikan Bantuan di TikTok,Audio dalam unggahan yang beredar merupakan rekayasa AI.,News,15-Nov-24
Prabowo Bakal Penjarakan Anggota DPR yang Tolak RUU Perampasan Aset,Presiden Prabowo hanya meminta Kementerian Hukum mengulas ulang RUU Perampasan Aset.,News,14-Nov-24
"Dua Hari Sebelum Lengser, Jokowi Ubah UU Dana Pensiun untuk Presiden","Ada beberapa beleid yang diteken Jokowi sebelum pensiun, tetapi bukan UU Dana Pensiun.",News,14-Nov-24
Video Ledakan Dahsyat di Teheran,"Video yang tersebar adalah potongan dokumentasi ledakan di Beirut, Lebanon tahun 2020.",News,14-Nov-24
Pesan WA Pinjam Uangù dari Pj Wali Kota Pontianak,Pj Wali Kota Pontianak Edi Suryanto telah menegaskan kalau nomor WA tersebut bukan miliknya.,News,14-Nov-24
Pesan WA Minta Uangù dari Pjs Bupati Banggai Laut,Pemda Banggai Laut menegaskan kalau nomor WA yang beredar bukan milik Pjs Bupati Banggai Laut Yuniarto Pasman.,News,14-Nov-24
Momentum Politik Baru di 2024 Usai Megawati dan Prabowo Bertemu,"Video pertemuan Megawati dan Prabowo itu bukan terjadi pada 2024, melainkan 2019.",News,14-Nov-24
Informasi dari Akun Facebook PPN Bappenasù,Akun Facebook PPN Bappenasù dan seluruh unggahannya merupakan konten palsu (impostor content) untuk modus penipuan.,News,14-Nov-24
Calon Gubernur Jakarta Ridwan Kamil Sebut The Jakmaniaù Tidak Spesial,Tidak ada satu pun pernyataan Ridwan Kamil yang menyebut The Jakmania tidak spesial.,News,14-Nov-24
Gibran Bagi-Bagi Susu Gratisù Merugikan Peternak Lokal,"Video yang beredar merupakan potongan dokumentasi demo bulan Oktober 2024, di mana peternak lokal protes soal kebijakan susu impor.",News,14-Nov-24
Jokowi Terseret Kasus Tom Lembong,Tidak ada sumber kredibel yang membenarkan klaim tentang Jokowi terseret kasus Tom Lembong.,News,14-Nov-24
"RANS Entertainment Bikin Giveaway, Kepolisian RI dan Trans 7 Jadi Sponsor",Unggahan berisi kuis giveaway RANS Entertainment dengan logo Kepolisian RI dan Trans 7 merupakan konten tiruan (impostor content) untuk modus penipuan.,News,14-Nov-24
Program BBM Gratis di SPBU Pertamina,Di laman resmi Pertamina tidak ditemukan pengumuman mengenai program BBM gratis.,News,14-Nov-24
Tautan Rekrutmen Pendamping Program Penguatan Pemerintahan dan Pembangunan Desa (P3PD),"Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi (Kemendesa) tidak membuka lowongan tersebut.",News,14-Nov-24
Anies Beri Dukungan ke Ridwan Kamil di Pilkada Jakarta,"Sampai artikel ini diterbitkan, belum ada pernyataan Anies soal dukungannya di Pilkada Jakarta 2024.",News,14-Nov-24
Calon Gubernur Jatim Tri Rismaharini Promosikan Obat Mata,Unggahan berasal dari sejumlah potongan dokumentasi CNN Indonesia yang tak ada hubungannya dengan klaim.,News,14-Nov-24
Ada Kerupuk Babi Berlabel Halal,BPOM menekankan tidak ditemukan produk kerupuk kulit babi berlogo halal.,News,13-Nov-24
Video Radiasi Ponsel Bisa Merusak Otakù,Video radiasi ponsel dapat merusak otak yang ditandai dengan terbakarnya serat baja saat ada panggilan masukù merupakan konten yang dimanipulasi (manipulated content).,News,13-Nov-24
Presiden Prabowo Dukung Airin-Ade di Pilkada Banten 2024,Konteks asli foto yang beredar merupakan momen Prabowo (capres 2014) usai menghadiri dialog antara Kadin dengan capres dan cawapres pada Juni 2014.,News,13-Nov-24
SBY Mau Transfer Uang Rp10 Juta untuk Warganet,Video yang beredar adalah hasil suntingan dari potongan dokumentasi saat SBY menyampaikan pidato tahun 2014 silam.,News,13-Nov-24
Panglima Tertinggi Israel Herzi Halevi Tewas Diserang Misil Hizbullah,Konten yang tersebar merupakan potongan dokumentasi pemakaman tentara Israel pada Juli 2023.,News,13-Nov-24
Video Perusakan Makam di Indramayu oleh Warga Tiongkok,"Faktanya, video yang beredar merupakan potongan dokumentasi tentang sengketa tanah di Indramayu yang berujung ke penyegelan makam.",News,12-Nov-24
Video Tumpukan Uang di Ruang Staf Khusus Eks Menkominfo Budi Arie,Potret tumpukan uang yang ditemukan saat penggeledahan itu merupakan momen pengusutan tindak pidana atas kasus Duta Palma Group.,News,12-Nov-24
Wamen PPPA Veronica Tan Berbagi Bantuan Modal dan Biaya Sekolah,Hasil deteksi DeepFake-O-Meter menunjukkan video yang beredar adalah hasil rekayasa kecerdasan buatan.,News,12-Nov-24
Cawali Makassar Nomor Urut 1 Sebut Tuhan pun Saya Tumbangkanù,Konten tangkapan layar yang beredar merupakan hasil suntingan.,News,12-Nov-24
Timnas Indonesia U-15 Juara Piala Dunia 2024,Video yang beredar merupakan potongan momen pertandingan antara Timnas Junior Indonesia melawan Tunisia di Turnamen Danone Nations Cup 2012.,News,11-Nov-24
Minum Air Dingin saat Cuaca Panas Bisa Sebabkan Stroke,Tidak ada bukti ilmiah yang menyatakan stroke itu disebabkan aktivitas minum air dingin saat cuaca panas.,News,11-Nov-24
SBY Marah-Marah dan Melabrak Gibran,Tidak ada informasi dari sumber kredibel yang membenarkan klaim tersebut,News,11-Nov-24
Tingkat Korupsi Indonesia Paling Tinggi di Dunia,"Melansir data Transparency International, peringkat Indonesia berdasarkan indeks persepsi korupsi (IPK) tahun 2023 berada di urutan 106 dari 180 negara.",News,11-Nov-24
Netanyahu Tantang Indonesia dan Malaysia Lawan Israel,Tidak ditemukan sumber kredibel yang membenarkan pernyataan tersebut,News,11-Nov-24
BEI Ajak Masyarakat Gabung Grup WA Komunitas Investasi Saham,Bursa Efek Indonesia (BEI) tak pernah mengajak masyarakat untuk bergabung dalam grup WhatsApp apapun.,News,11-Nov-24
Suami Puan Maharani Ditangkap KPK,"Sosok dalam foto adalah Muhammad Yusrizki Muliawan, Direktur Utama PT Basis Utama Prima (PT BUP), salah satu perusahaan milik suami Puan Maharani.",News,10-Nov-24
Uang Pecahan Rp75.000 Tidak Berlaku untuk Transaksi Jual Beli,Bank Indonesia menegaskan uang pecahan Rp75.000 adalah alat pembayaran yang sah.,News,09-Nov-24
Hary Tanoe Bagi-Bagi Uang Rp50 Juta,"Setelah dicek menggunakan Hive Moderation, suara Hary Tanoesoedibjo membagikan Rp50 juta terdeteksi dihasilkan AI. Probabilitasnya 99,2%.",News,08-Nov-24
"Lowongan Pendamping Lokal Desa (PLD), Gaji Belasan Juta Rupiah","Kementerian Desa, Pembangunan Desa Tertinggal (PDT), dan Transmigrasi menegaskan pihaknya tidak membuka loker PLD.",News,08-Nov-24
Pesan WA Minta Uangù dari Pjs Wali Kota Makassar,"Pemerintah Kota Makassar menegaskan nomor tersebut palsu, bukan milik Pjs Wali Kota Makassar, Andi Arwin Azis.",News,07-Nov-24
Tautan Pendaftaran Bansos BPNT dan PKH,Masyarakat yang berhak menerima BPNT dan PKH sudah terdaftar di Data Terpadu Kesejahteraan Sosial (DKTS).,News,07-Nov-24
Sopir Truk Pemicu Kecelakaan di Tangerang Meninggal Dihakimi Massa,"Sopir memang dikeroyok massa, tetapi tak meninggal dunia.",News,07-Nov-24
70 Preman Anak Buah Jokowi Diringkus,Tidak ada media massa atau sumber kredibel lain yang membenarkan narasi tersebut,News,07-Nov-24
SPBU Kebakaran Akibat Ada Transaksi Beli BBM Pakai QR,Video yang beredar adalah potongan dokumentasi kebakaran di SPBU karena korsleting mobil saat pengisian BBM,News,07-Nov-24
Tepung Tapioka dan Gula Merah Bisa Obati Sakit Lambung,Tidak ada bukti klinis yang mendukung klaim konsumsi rebusan tepung tapioka dapat mengobati atau mencegah kambuhnya asam lambungù.,News,07-Nov-24
Lowongan Kerja di PT Elnusa dari lokerindonesia_id,Unggahan akun TikTok lokerindonesia_idù yang berisi informasi loker PT Elnusa merupakan konten tiruan (impostor content) untuk modus penipuan.,News,07-Nov-24
Video China Berhasil Lakukan Kloning Babi dengan Sapiù,Tidak ada penelitian yang melaporkan keberhasilan kloning sapi dengan babi.,News,06-Nov-24
Tangkapan Layar Artikel UAS Ajak Umatnya Kalau Belanja ke Warung Tanyakan Dulu Apa Agamanyaù,"Faktanya, tidak ada artikel dengan judul tersebut di detikNews.",News,06-Nov-24
Menteri Agama Nasaruddin Umar Bagi-Bagi Bantuan,Konten yang beredar bukan berasal dari akun media sosial resmi milik Nasaruddin Umar.,News,06-Nov-24
Anies Baswedan Resmi Bikin Partai Perubahan Indonesia,"Faktanya, video yang beredar merupakan potongan dokumentasi saat Anies menghadiri Pelantikan Pengurus Korps Alumni KNPI DKI Jakarta pada Oktober 2019.",News,06-Nov-24
Daftar Gebrakan Menteri Pendidikan Dasar dan Menengah Abdul Muti,"Daftar tersebut merupakan aspirasi masyarakat, bukan pernyataan resmi dari kementerian.",News,06-Nov-24
Video Bawaslu Arahkan Masyarakat Coblos Salah Satu Paslon,Bawaslu Karawang menegaskan video tersebut adalah hoaks yang dibuat oleh oknum tidak bertanggung jawab.,News,06-Nov-24
Imbauan Ada Pancaran Radiasi Cahaya Kosmik Berbahaya,Lembaga Penerbangan dan Antariksa Nasional (LAPAN) menegaskan kalau informasi tersebut merupakan hoaks.,News,06-Nov-24
Pemain Real Madrid Lucas V°zquez Ingin Masuk Timnas Indonesia,"Faktanya, konteks asli dari video yang beredar adalah Lucas V°zquez sedang mengucapkan terima kasih atas dukungan masyarakat bagi Real Madrid.",News,05-Nov-24
Denny Cagur Janjikan Bantuan Biaya Sekolah hingga Modal Usaha,Audio dalam unggahan yang beredar merupakan rekayasa AI.,News,05-Nov-24
Surat Pemberitahuan Perubahan Biaya Transfer Bank Jatim,Bank Jatim telah membantah surat pemberitahuan perubahan biaya transfer yang beredar.,News,05-Nov-24
